Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
2/27/2025,50,Ozone,Lake Elsinore,06-065-9001,AQS,6,50,26,22,37
2/28/2025,51,PM10,Mecca (Saul Martinez),06-065-2005,AQS,5,47,51,44,38
3/1/2025,174,PM10,Indio Amistad High School,06-065-2007,AQS,3,48,174,81,8
3/2/2025,74,PM10,Mecca (Saul Martinez),06-065-2005,AQS,2,47,74,43,7
3/3/2025,41,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,3,41,29,33,25
3/4/2025,49,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,44,28,49,26
3/5/2025,64,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,44,30,64,31
3/6/2025,142,PM10,Mecca (Saul Martinez),06-065-2005,AQS,3,45,142,28,14
3/7/2025,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,42,13,52,27
3/8/2025,58,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,45,22,58,28
3/9/2025,55,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,48,22,55,29
3/10/2025,61,Ozone,Palm Springs,06-065-5001,AQS,8,61,25,52,32
3/11/2025,45,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,45,23,30,28
3/12/2025,45,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,6,45,11,23,26
3/13/2025,44,Ozone,Pechanga,06-065-0009,AirNow,2,44,25,21,8
3/14/2025,40,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,5,40,10,29,24
3/15/2025,57,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,50,17,57,21
3/16/2025,64,Ozone,Palm Springs,06-065-5001,AQS,7,64,22,60,24
3/17/2025,64,PM10,Indio Amistad High School,06-065-2007,AQS,7,48,64,56,25
3/18/2025,54,PM10,Indio Amistad High School,06-065-2007,AQS,3,48,54,35,31
3/19/2025,51,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,5,51,21,30,30
3/20/2025,77,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,7,77,31,51,40
3/21/2025,84,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,8,84,37,58,38
3/22/2025,93,Ozone,Indio Amistad High School,06-065-2007,AQS,7,93,33,60,29
3/23/2025,80,Ozone,Rubidoux,06-065-8001,AQS,6,80,34,65,24
3/24/2025,80,Ozone,Rubidoux,06-065-8001,AQS,7,80,38,62,33
3/25/2025,71,Ozone,Rubidoux,06-065-8001,AQS,7,71,44,69,42
3/26/2025,120,PM10,Indio Amistad High School,06-065-2007,AQS,3,67,120,76,16
3/27/2025,127,PM10,Indio Amistad High School,06-065-2007,AQS,3,58,127,66,14
3/28/2025,79,PM10,Indio Amistad High School,06-065-2007,AQS,2,54,79,42,11
3/29/2025,57,PM2.5,Indio Amistad High School,06-065-2007,AQS,2,54,52,57,11
3/30/2025,114,PM10,Indio Amistad High School,06-065-2007,AQS,2,49,114,62,4
3/31/2025,63,PM10,Indio Amistad High School,06-065-2007,AQS,2,48,63,28,12
4/1/2025,66,PM10,Indio Amistad High School,06-065-2007,AQS,2,49,66,47,8
4/2/2025,46,Ozone,Indio Amistad High School,06-065-2007,AQS,2,46,31,32,13
4/3/2025,47,Ozone,Blythe-445 W Murphy Street,06-065-9003,AirNow,3,47,22,38,23
4/4/2025,47,Ozone,Pechanga,06-065-0009,AirNow,6,47,28,42,27
4/5/2025,54,Ozone,Pechanga,06-065-0009,AirNow,7,54,30,38,31
4/6/2025,67,Ozone,Rubidoux,06-065-8001,AQS,6,67,29,47,39
4/7/2025,87,Ozone,Palm Springs,06-065-5001,AQS,6,87,41,53,35
4/8/2025,97,Ozone,Palm Springs,06-065-5001,AQS,7,97,44,58,33
4/9/2025,100,Ozone,Indio Amistad High School,06-065-2007,AQS,8,100,41,57,35
4/10/2025,154,Ozone,Banning Airport,06-065-0012,AQS,8,154,49,65,36
4/11/2025,112,Ozone,Rubidoux,06-065-8001,AQS,9,112,50,60,42
4/12/2025,80,Ozone,Indio Amistad High School,06-065-2007,AQS,6,80,38,61,30
4/13/2025,67,Ozone,Indio Amistad High School,06-065-2007,AQS,3,67,29,64,21
4/14/2025,65,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,3,61,38,65,25
4/15/2025,66,PM2.5,Banning Airport,06-065-0012,AQS,3,51,46,66,16
4/16/2025,112,PM10,Indio Amistad High School,06-065-2007,AQS,3,50,112,57,12
4/17/2025,112,PM10,Indio Amistad High School,06-065-2007,AQS,2,45,112,43,11
4/18/2025,101,PM10,Mecca (Saul Martinez),06-065-2005,AirNow,2,44,101,37,10
4/19/2025,67,Ozone,Rubidoux,06-065-8001,AQS,5,67,29,54,25
4/20/2025,93,Ozone,Banning Airport,06-065-0012,AQS,6,93,34,55,30
4/21/2025,100,Ozone,Indio Amistad High School,06-065-2007,AQS,6,100,49,58,29
4/22/2025,101,Ozone,Palm Springs,06-065-5001,AQS,3,101,36,59,22
4/23/2025,84,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,2,84,58,54,8
4/24/2025,84,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,3,84,41,53,8
4/25/2025,69,PM10,Mecca (Saul Martinez),06-065-2005,AirNow,2,67,69,40,13
4/26/2025,51,PM10,Mecca (Saul Martinez),06-065-2005,AirNow,2,49,51,24,11
4/27/2025,54,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,2,54,24,24,8
4/28/2025,54,Ozone,Palm Springs,06-065-5001,AQS,2,54,17,32,9
4/29/2025,84,Ozone,Banning Airport,06-065-0012,AQS,6,84,32,54,26
4/30/2025,80,Ozone,Indio Amistad High School,06-065-2007,AirNow,3,80,38,58,15
5/1/2025,74,Ozone,Indio Amistad High School,06-065-2007,AirNow,2,74,33,55,.
5/2/2025,101,Ozone,Banning Airport,06-065-0012,AirNow,.,101,38,62,.
5/3/2025,71,Ozone,Indio Amistad High School,06-065-2007,AirNow,.,71,66,55,.
5/4/2025,75,PM10,Mecca (Saul Martinez),06-065-2005,AirNow,.,47,75,27,.
5/5/2025,41,Ozone,Blythe-445 W Murphy Street,06-065-9003,AirNow,.,41,11,27,.
5/6/2025,49,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,.,49,27,39,.
5/7/2025,87,Ozone,Banning Airport,06-065-0012,AirNow,.,87,27,54,.
5/8/2025,126,Ozone,Rubidoux,06-065-8001,AirNow,.,126,39,60,.
5/9/2025,154,Ozone,Rubidoux,06-065-8001,AirNow,.,154,47,63,.
5/10/2025,150,Ozone,Rubidoux,06-065-8001,AirNow,.,150,35,53,.
5/11/2025,100,Ozone,Rubidoux,06-065-8001,AirNow,.,100,36,53,.
5/12/2025,67,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,.,67,55,55,.
5/13/2025,146,PM10,Mecca (Saul Martinez),06-065-2005,AirNow,.,51,146,33,.
5/14/2025,66,PM2.5,Mira Loma (Van Buren),06-065-8005,AirNow,.,61,48,66,.
5/15/2025,90,Ozone,Palm Springs,06-065-5001,AirNow,.,90,37,55,.
5/16/2025,97,Ozone,Palm Springs,06-065-5001,AirNow,.,97,61,58,.
5/17/2025,154,PM10,Indio Amistad High School,06-065-2007,AirNow,.,51,154,63,.
5/18/2025,61,Ozone,Indio Amistad High School,06-065-2007,AirNow,.,61,46,42,.
5/19/2025,108,Ozone,Banning Airport,06-065-0012,AirNow,.,108,39,55,.
5/20/2025,112,Ozone,Rubidoux,06-065-8001,AirNow,.,112,46,59,.
5/21/2025,136,Ozone,Rubidoux,06-065-8001,AirNow,.,136,48,63,.
5/22/2025,140,Ozone,Banning Airport,06-065-0012,AirNow,.,140,52,60,.
5/23/2025,126,Ozone,Indio Amistad High School,06-065-2007,AirNow,.,126,73,66,.
5/24/2025,97,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,.,97,55,56,.
5/25/2025,101,Ozone,Indio Amistad High School,06-065-2007,AirNow,.,101,51,55,.
5/26/2025,100,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,.,100,53,58,.
5/27/2025,93,Ozone,Palm Springs,06-065-5001,AirNow,.,93,39,58,.
5/28/2025,100,Ozone,Palm Springs,06-065-5001,AirNow,.,100,39,59,.
5/29/2025,156,Ozone,Banning Airport,06-065-0012,AirNow,.,156,42,60,.
5/30/2025,147,Ozone,Rubidoux,06-065-8001,AirNow,.,147,46,72,.
5/31/2025,118,PM2.5,Pechanga,06-065-0009,AirNow,.,108,60,118,.
6/1/2025,67,Ozone,Banning Airport,06-065-0012,AirNow,.,67,64,48,.
6/2/2025,54,Ozone,Banning Airport,06-065-0012,AirNow,.,54,31,45,.
6/3/2025,53,PM2.5,Rubidoux,06-065-8001,AirNow,.,51,43,53,.
6/4/2025,101,Ozone,Palm Springs,06-065-5001,AirNow,.,101,22,55,.
6/5/2025,105,Ozone,Palm Springs,06-065-5001,AirNow,.,105,31,55,.
6/6/2025,129,Ozone,Banning Airport,06-065-0012,AirNow,.,129,31,64,.
6/7/2025,129,Ozone,Banning Airport,06-065-0012,AirNow,.,129,41,62,.
6/8/2025,115,Ozone,Banning Airport,06-065-0012,AirNow,.,115,36,61,.
6/9/2025,112,Ozone,Indio Amistad High School,06-065-2007,AirNow,.,112,49,61,.
6/10/2025,156,Ozone,Banning Airport,06-065-0012,AirNow,.,156,44,64,.
6/11/2025,172,Ozone,Banning Airport,06-065-0012,AirNow,.,172,41,67,.
6/12/2025,105,Ozone,Rubidoux,06-065-8001,AirNow,.,105,48,63,.
6/13/2025,140,Ozone,Palm Springs,06-065-5001,AirNow,.,140,44,64,.
6/14/2025,150,Ozone,Rubidoux,06-065-8001,AirNow,.,150,45,69,.
6/15/2025,156,Ozone,Rubidoux,06-065-8001,AirNow,.,156,47,70,.
6/16/2025,154,Ozone,Rubidoux,06-065-8001,AirNow,.,154,54,70,.
6/17/2025,159,Ozone,Rubidoux,06-065-8001,AirNow,.,159,56,68,.
6/18/2025,195,Ozone,Banning Airport,06-065-0012,AirNow,.,195,54,69,.
6/19/2025,150,Ozone,Palm Springs,06-065-5001,AirNow,.,150,65,66,.
6/20/2025,105,Ozone,Indio Amistad High School,06-065-2007,AirNow,.,105,77,63,.
6/21/2025,136,PM10,Indio Amistad High School,06-065-2007,AirNow,.,61,136,64,.
6/22/2025,74,Ozone,Palm Springs,06-065-5001,AirNow,.,74,70,60,.
6/23/2025,71,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AirNow,.,71,59,60,.
6/24/2025,93,Ozone,Palm Springs,06-065-5001,AirNow,.,93,51,60,.
6/25/2025,154,Ozone,Banning Airport,06-065-0012,AirNow,.,154,45,62,.
6/26/2025,156,Ozone,Banning Airport,06-065-0012,AirNow,.,156,43,62,.
6/27/2025,129,Ozone,Banning Airport,06-065-0012,AirNow,.,129,45,60,.
6/28/2025,143,Ozone,Rubidoux,06-065-8001,AirNow,.,143,34,56,.
6/29/2025,129,Ozone,Rubidoux,06-065-8001,AirNow,.,129,38,59,.
6/30/2025,90,Ozone,Indio Amistad High School,06-065-2007,AirNow,.,90,70,53,.
